ID,claim,evidence
9067,[],[]
9068,[],['The only thing that kept this from happening was his assassination .']
9069,[],"['Semiautomatic weapons , whether pistol or rifle , were designed for use by the military on the battlefield .']"
9070,[],[]
9071,[],['Just cutting the oil and gas subsidies out would save the United States government $ 45 billion every year .']
9072,[],[]
9073,[],[]
9074,[],"[""In the stimulus , ' $ 15 million dollars went to ` build a bigger , better airport ' for the town of Ouzinkie , Alaska , population 165 . '""]"
9075,[],['You would receive a citation for taking a dildo to class at the University of Texas .']
9076,[],"['For AfricanAmericans between the ages of 17 and 20 , the real unemployment rate is 51 percent .']"
9077,[],[]
9078,[],[]
9079,[],[]
9080,[],[]
9081,[],"['In New Orleans , nearly100 percent of our kids are in charter schools .']"
9082,[],['Its just that it needs onetenth of the workers that it used to .']
9083,[],"['If you want to see the jobs that Ive saved and created in this storm he helped create , go anywhere in Ohio .']"
9084,[],['Austin is the largest city in the United States or Texas with no geographic representation on its city council .']
9085,[],['She stood by our National Guard and Reserve and kept standing till they received health care they deserved .']
9086,[],"['Under Donald Trumps tax plan , 51 percent of single parents would see their taxes go up .']"
9087,[],"['In 40 years , 23,000 chemicals came on the market and only four were regulated .']"
9088,[],['We have more coal reserves in the United States than they have oil reserves in Saudi Arabia .']
9089,[],[]
9090,[],[]
9091,[],[]
9092,[],[]
9093,[],['Says Virginia saved $ 300 million by rebidding a Metrorail construction project to exclude guaranteed union contracts .']
9094,[],['You worked hard for your money and you paid your taxes when you earned it .']
9095,[],[]
9096,[],"['No one thought we could get a bipartisan bill Medicaid passed .', 'We did in the Florida Senate .']"
9097,[],[]
9098,[],[]
9099,[],[]
9100,[],[]
9101,[],[]
9102,[],[]
9103,[],['Says Barack Obama promised gasoline at $ 2.50 a gallon .']
9104,[],"['Even after Syrian troops began to shoot protesters in the streets with live ammunition in 2011 , Clinton labeled Bashar alAssad a reformer .']"
9105,[],"['When I was Mayor of South Pasadena , we actually reduced the property taxes we collected .']"
9106,[],['Says United States Rep. Paul Ryan attacked the president for the same amount of Medicare savings that Ryan had in his own budget .']
9107,[],"['Were losing almost 6,000 state jobs .']"
9108,[],"['About 40 percent of United States illegal immigrants came in on an airplane , with a legal visa , and just overstayed their visa and have never gone home .']"
9109,[],"[""The Obama administration ' spent more money on the Cash for Clunkers program than the space program . '""]"
9110,[],[]
9111,[],['Florida has more concealed weapons permits than any other state .']
9112,[],"['Says Hillary Clinton told her daughter and a government official that Benghazi was a terrorist attack , and then tells everybody else that it was a video .']"
9113,[],[]
9114,[],"['I got a letter from 20 people who said they wanted their money back , 14 never gave me a penny .']"
9115,[],[]
9116,[],['Governor Kitzhaber oversaw creation of the Oregon driver card law behind closed doors without allowing any input from citizens who represent the public interest .']
9117,[],"['So that 2005 energy bill was a big step backwards on the path to clean , renewable energy .', ""That 's why I voted against it .""]"
9118,[],[]
9119,[],[]
9120,[],"['Every year the average woman loses around $ 11,000 to the wage gap , which amounts to a $ 500,000 vagina tax over her working career .']"
9121,[],[]
9122,[],[]
9123,[],[]
9124,[],[]
9125,[],['People who wash cars at home will use approximately 80 percent more water than they do in a car wash .']
9126,[],['The United States Court of Appeals for the Fourth Circuit compared the health care law to buying a pepperoni and ham pizza from Dominos or Pizza Hut .']
9127,[],[]
9128,[],['She flunked the D.C. bar exam .']
9129,[],[]
9130,[],['Pennsylvania has lost 35 percent of its manufacturing jobs since 2001 and Harrisburg has lost 40 percent of its manufacturing jobs since 2001 .']
9131,[],[]
9132,[],[]
9133,[],['Obamacare adds trillions to our deficits and to our national debt .']
9134,[],[]
9135,[],[]
9136,['The gun industry isthe only business in America that is wholly protected from any kind of liability'],[]
9137,[],[]
9138,[],['Says Peter DeFazio votes with Nancy Pelosi 86 percent of the time .']
9139,[],[]
9140,[],"['America never made up for the gutting of the intelligence services that Bill Clinton did .', ""I think those are former CIA director George Tenet 's words ... that Bill Clinton gutted American intelligence .""]"
9141,[],[]
9142,[],"['In the early 1960s , all levels of government were consuming about 27 percent of the United States economy , a number that has risen to 37 percent today .', 'With that trendline , we cease at some point to be a free economy .']"
9143,[],[]
9144,[],['The hole in the earth thats going to be dug for the proposed Gogebic mine is bigger than my entire district .']
9145,[],[]
9146,[],"['Every 10th dollar spent by the Social Security Administration on its program for the poor is waste , or fraud , they cant validate that the people should have gotten it , totaling about $ 8 billion a year .']"
9147,[],"['Says Bill Clinton gave a speech in 1996 about Iraq having WMDs and said we needed a regime change , even though everyone blamed those things on George W. Bush .']"
9148,[],[]
9149,[],"['President Obama was saying success is the result of government , not hardworking people , when he said , If youve got a business , you didnt build that .', 'Somebody else made that happen .']"
9150,[],[]
9151,[],"['Fox admits they lie and , under the First Amendment , have the right to lie or deliberately distort news reports on public airwaves .']"
9152,[],['Idaho was the only Republicanled state in the nation that chose to partner with President Obama by creating a statebased marketplace under the Affordable Care Act .']
9153,[],['Federal investigators found a company that David Perdue ran discriminated against women paid them less than men for the same work .']
9154,[],['Weve made government smaller .']
9155,[],[]
9156,[],['Nobodys invited us to the Obama events in Atlanta .']
9157,[],['A state trooper with 10 years on the force is getting $ 500 a year more than a trooper with 10 minutes on the force .']
9158,[],['Only about a third of Texans who enroll in college graduate .']
9159,[],[]
9160,[],"['Congress shoveled $ 700 billion into the Troubled Assets Relief Program , $ 325 billion of which has been spent without purchasing any toxic assets .']"
9161,[],['Says Bill Nelson cast the deciding vote for Obamacare cutting Medicare spending by $ 700 billion and letting an unelected board decide what gets covered here .']
9162,[],[]
9163,[],['Barack Hussein Obama will . .']
9164,[],"['Tim Kaine , as governor , proposed tax increases on people earning as little as $ 17,000 .']"
9165,[],"['When we held recent economic dialogues with China , we agreed on over 100 different things including wildlife trafficking and volcano research .']"
9166,[],[]
9167,[],[]
9168,[],"[""Obama ' promises more taxes on small business , seniors , your life savings , your family . '""]"
9169,[],[]
9170,[],"[""Alex Sink was ' the first official who said that BP should pay $ 25 million for an ad campaign to promote Florida tourism . '""]"
9171,[],['Says drug dealers have overdosed on purpose to avoid prosecution .']
9172,[],"['Texas is experiencing the fastest population growth in the country , adding more than 1,000 people a day .']"
9173,[],[]
9174,[],['The average cost for health insurance in Florida went from about $ 600 a month for an individual to about $ 150 a month .']
9175,[],[]
9176,[],"['Georgia has lost 14 percent of its jobs paying more than $ 50,000 a year and added 15 percent to its Medicaid rolls during the recovery .']"
9177,[],['The Orlando shooter used a weapon of war .']
9178,[],[]
9179,[],['The five Guantanamo detainees swapped for Bowe Bergdahl are right now back on the battlefield .']
9180,[],[]
9181,[],[]
9182,[],[]
9183,[],"[""Governor Romney 's own health care plan in Massachusetts ... requires by law that a representative from Planned Parenthood sit on the MassHealth advisory board .""]"
9184,[],['We [ the city of Atlanta ] are overbuilt on housing .']
9185,[],[]
9186,[],[]
9187,[],"['Says New Jersey lost privatesector jobs between 2000 and 2009 because Democrats increased taxes , fees , regulations and state spending .']"
9188,[],[]
9189,[],[]
9190,[],[]
9191,[],[]
9192,[],['Says Senate candidate Katie McGinty made thousands from companies she previously regulated .']
9193,[],['Congress and President Obama have accumulated more debt since he took office than the total amount of debt accumulated during the first 200 years of the United States existence .']
9194,[],['Says Hillary Clinton tripled the number of people with AIDS whose lives are being saved . .']
9195,[],[]
9196,[],[]
9197,[],[]
9198,[],[]
9199,[],"['In 2011 , the Islamic State attempted to attack Fort Knox .']"
9200,[],[]
9201,[],[]
9202,[],['Undocumented immigrants pay $ 12 billion of taxes every single year .']
9203,[],[]
9204,[],[]
9205,[],"['Says Austin Mayor Steve Adlers transportation plans linked to Proposition 1 on the ballot remove 27 + miles of traffic lanes around the city , replacing them with lanes dedicated to usage by bicycles and buses .']"
9206,[],[]
9207,[],"[""Fully inflating tires is ' a step that every expert says would absolutely reduce our oil consumption by 3 to 4 percent . '""]"
9208,[],"['If Buehler were elected , our votebymail system would be at risk .']"
9209,[],['Lindsey Graham endorsed Charlie Crist for United States Senate .']
9210,[],"['Since I took office in January 2011 , we have created 11,100 Rhode Islandbased jobs .']"
9211,[],[]
9212,[],[]
9213,[],[]
9214,[],[]
9215,[],['Says he forced Washington to open up the Arctic Ocean to oil drilling .']
9216,[],[]
9217,[],"['A bipartisan payroll tax cut championed by the White House has meant that the average family has an extra $ 1,000 in their pocket this year .']"
9218,[],"['According to the Centers for Disease Control and Prevention CDC , about 120 Americans on average die from a drug overdose every day .', 'Overall , drug overdose deaths now outnumber deaths from firearms .']"
9219,[],[]
9220,[],['The insurance risk corridors arent going broke like Republicans predicted .']
9221,[],[]
9222,[],['Says Michael Cargill was arrested and incarcerated in Bell County .']
9223,[],"[""Although Democrats represent only 10 of Florida 's 25 districts , their districts received 60 percent of the stimulus funds .""]"
9224,[],['Every one of more than 30 federal judges who have considered the issue of gay and lesbian rights since last June ruled that marriage is a constitutional right and you can not deprive individual citizens of that right based on their sexual orientation .']
9225,[],[]
9226,[],['One out of four of our young people say they are victims of this dating violence .']
9227,[],[]
9228,[],[]
9229,[],"['Says that when he was governor of Utah , he worked with the state Legislature to create a flat tax that cut income taxes by 30 percent .']"
9230,[],"[""The health care plan for members of Congress ' is no better than the janitor who cleans their offices . '""]"
9231,[],"['On most things except witch trials , Virginia will always have been first .']"
9232,[],[]
9233,[],['Lady Gaga announced she would cover her face until Trump gets fired from office .']
9234,[],[]
9235,['while you can not remove the water in a big transport'],[]
9236,[],[]
9237,[],[]
9238,[],[]
9239,[],"['In July 2010 the government said small businesses 60 percent will lose their health care , 45 percent of big business and a large percentage of individual health .']"
9240,[],['If our recovery were more typical of the postwar era ... we would have 14 million more jobs today .']
9241,[],"[""The Banking Committee voted a 1,336 page bill ' out of committee in 21 minutes with no amendments , with the understanding that before the bill came to the floor , we would reach this bipartisan agreement . '""]"
9242,[],['A majority of our students are trapped in underperforming schools .']
9243,[],[]
9244,[],['Says Scott Walker said Labor unions dont deserve to have a national holiday due to their damage to the economy .']
9245,[],[]
9246,[],[]
9247,[],[]
9248,[],"[""We 've got a Congress who sat around on their hands and done nothing but spend a lot of money ... leaving us $ 9trillion in debt that we 're passing on to our grandchildren .""]"
9249,[],['Says Tammy Baldwin had the opportunity to vote to honor the victims of 9/11 and she voted against it .']
9250,[],"['In her campaign for president , Hillary Clinton has received $ 100 million in contributions from Wall Street and hedge funds .']"
9251,[],['Says Obama flipflopped on withdrawing troops from Iraq .']
9252,['watch prohibits the government from negotiating for better prices on prescription drugs for senior citizens'],[]
9253,[],"[""Jeff Greene ' is the king of the undercover Credit Default Swap that brought about the destruction of our economy that we have right now . '""]"
9254,[],"['After filing a lawsuit in Rhode Island , we reached an agreement with state agencies that resulted in more voters being registered in the first full month after our lawsuit than in the entire previous twoyear reporting period .']"
9255,[],[]
9256,[],[]
9257,[],['Claims credit for food tax reductions that previous Democrat regimes refused to make .']
9258,[],[]
9259,[],[]
9260,[],[]
9261,[],[]
9262,[],['Governor Bob McDonnell in 2010 did not even create enough jobs to keep pace with population growth in Virginia .']
9263,[],['It actually passed our chamber and I vetoed it .']
9264,[],[]
9265,[],[]
9266,[],"['Says the fertilizer plant that exploded in West , Texas , had not been inspected by the state of Texas since 2006 .']"
9267,[],"['Says Hillary Clinton was completely exonerated , when I was in the White House by an officialinquiryon Whitewater .']"
9268,[],['Former Governor Rick Perry signed a law that a federal court said was actually written with the purpose of discriminating against minority voters .']
9269,[],[]
9270,[],['Hillary Clinton invented ISIS with her stupid policies .']
9271,[],['Fiftythree percent of teens in Central Falls are getting pregnant .']
9272,[],[]
9273,[],"['Contrary to media reports , Georgias gas tax change led to no price increase at the pump .']"
9274,[],[]
9275,[],[]
9276,[],[]
9277,[],[]
9278,[],[]
9279,[],['More than 50 million live without health insurance .']
9280,[],[]
9281,[],['On applying prosecutorial discretion to immigration cases .']
9282,[],"['Says Hillary Clinton has pledged amnesty in her first 100 days , and her plan will provide Obamacare , Social Security , and Medicare for illegal immigrants , breaking the federal budget .']"
9283,[],['Says Ronald Reagan was behind in the polls in 1980 going into the debate with Jimmy Carter and then turned around 10 days later and won 40 states .']
9284,[],"['Its actually easier for the United States to get flight manifests from E.U. nations than it is for E.U. nations to get them from their own neighbors , thanks to an agreement the United States negotiated when I was secretary of state .']"
9285,[],[]
9286,[],['Says Hillary Clintons approval rating went from 70 percent to 52 percent in 18 months .']
9287,[],['John Cornyn voted twice in 2013 to back Obamas amnesty plan .']
9288,[],[]
9289,[],"[""I 'm proud of the fact that I 've raised more money from small donors than anybody else , and that we 're getting $ 25 , $ 50 , $ 100 donations , and we 've done very well doing it that way .""]"
9290,[],[]
9291,[],[]
9292,['the shutdown and the threat of shutdown set back their plans to hire over the next six months'],[]
9293,[],['Sherrod Brown failed to pay his own taxes three separate times .']
9294,[],[]
9295,[],"['Says Ronald Reagan understood repeatedly that when the deficit started to get out of control , that for him to make a deal he would have to propose both spending cuts and tax increases .']"
9296,[],[]
9297,[],"['Since President Obama took office in January 2009 , the federal government has issued more than 468,500 pages of regulations .']"
9298,[],"['People buy more items during Georgias salestax holidays , boosting economic activity .']"
9299,[],['Americans are working longer hours for low wages ... and yet almost all new income and wealth is going to the top 1 percent .']
9300,[],[]
9301,[],[]
9302,[],[]
9303,[],['The United States gun homicide rate is 20 times the combined rate of other western nations .']
9304,[],[]
9305,[],['Says Barack Obama is the only president to ever cut $ 500 billion from Medicare .']
9306,[],[]
9307,[],"['Medicalgrade marijuana alonewill not get that patient high , no matter what level of THC , CBD or any other compound is found in the plant .']"
9308,[],[]
9309,[],[]
9310,[],['Says she oversaw an audit that won the city $ 2 million in franchise fees .']
9311,[],['Together we added more jobs than any other area while I was Dane County executive .']
9312,[],[]
9313,[],"[""I ca n't sign money ."", ""That 's illegal .""]"
9314,[],['Justice Antonin Scalia agreed for the Supreme Court to hear a case about whetherBarack Obama is eligible to be President .']
9315,[],[]
9316,[],[]
9317,[],[]
9318,[],['There are still tens of thousands of missing service members from previous and current conflicts that our nation is working to find and repatriate .']
9319,[],['Property taxes had increased 70 percent in the previous 10 years .']
9320,[],"[""Barack Obama 's middle name is Mohammed and he 's a ' covert ' Muslim .""]"
9321,['he is a distant cousin of mine'],[]
9322,[],[]
9323,[],['The nuclear agreement with Iran never sunsets .']
9324,[],['Mike Morell testified and told Congress that the reason Obama has not bombed ISISoil fields is theyre concerned about global warming .']
9325,[],[]
9326,[],['Says aWHO proposal portrays milk and dairy products as an obstacle to a healthy start in life .']
9327,[],['Says Jon Runyan voted to end programs to aid homeless veterans .']
9328,[],['Julie Lassa willingly took a hefty pay raise at a time when people throughout her district and the state were losing their jobs .']
9329,[],"[""Barack Obama ' openly supported opposition leader Raila Odinga during his visit to Africa in 2006 . '""]"
9330,[],[]
9331,[],['Richard Nixon released tax returns when he was under audit .']
9332,[],['Says Texas lawmakers in 2011 ordered school districts to test every student on their respiratory system and weight .']
9333,[],[]
9334,[],['On a government spending freeze .']
9335,[],[]
9336,[],[]
9337,[],[]
9338,[],['Barack Obama issued a decree demanding that every public school now allow grown men and boys into the little girls bathroom .']
9339,[],['There have been more than 300 mass shootings in the United States this year more than any other country in the world .']
9340,[],"['Says in his years as a Texas legislator , we passed three pay increases for teachers and provided them with health insurance .']"
9341,[],[]
9342,[],[]
9343,[],"['Says since Australia passed tough gun laws , homicides by firearm have declined almost 60 percent .']"
9344,[],[]
9345,[],['Exit polls indicate that Democrats get over 70 percent of LGBT votes in federal elections .']
9346,[],"['As secretary of state , Hillary Clinton worked hard to get strong sanctions against Irans nuclear program and got Russia and China to support them .']"
9347,[],[]
9348,[],['Says Iraq has been overrun by ISIS because Hillary Clinton failed to renegotiate ... a status of forces agreement .']
9349,[],[]
9350,[],"['Connecticut has the fifth toughest gun control laws in the country , including an assault weapons ban that bans 35 different weapons .']"
9351,[],[]
9352,[],['Says we had to cut 13 billion dollars in state spending over two years .']
9353,[],[]
9354,[],"['Rhode Island didnt ratify the 13th Amendment to the Constitution to pay federal income taxes .', 'So Rhode Island doesnt even have to pay federal income taxes .']"
9355,[],['Says Amazon has removed aneducational game about Gettysburg .']
9356,[],[]
9357,[],[]
9358,[],"['When the Affordable Care Act was signed , 17 million American children had a preexisting condition and were uninsurable .']"
9359,[],['Says local Texas chambers of commerce were granted exemptions from paying property taxes on their headquarter properties .']
9360,[],[]
9361,[],['House Bill 2 .']
9362,[],[]
9363,[],[]
9364,['Says scientists are in dispute over whether being gay is a choice'],[]
9365,[],['The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years .']
9366,[],[]
9367,[],[]
9368,[],"['15 years ago , cancer drugs cost an average of $ 10,000 a year .']"
9369,[],['Anybody who is familiar with the historical data from the IRS knows that raising income tax rates will likely actually reduce federal revenues .']
9370,[],[]
9371,[],[]
9372,[],[]
9373,[],[]
9374,[],"[""Romney used to favor gun control , and said he did n't want to go back to ReaganBush .""]"
9375,[],"[""Joe , I keep hearing you every morning talking about the biggest tax increase in history , but you do n't mention it 's also the biggest tax cut in history . '"", ""healthcare , taxes richarddurbin Senator Illinois democrat 0 2 1 0 1 a comment on the Morning Joe ' show on MSNBC .""]"
9376,[],['The administration was kicking and screaming all the way with these sanctions being put in place on Iran .']
9377,[],[]
9378,[],[]
9379,[],[]
9380,[],"['The newly created state Immigration Enforcement Review Board can actually prosecute , and get them [ violators ] into jail , if we bring in the attorney general .']"
9381,[],"['Wisconsins concealedcarry permit rules demand more proof than other states that safety training requirements are met , rendering all existing training certificates insufficient as part of the permit application']"
9382,[],[]
9383,[],[]
9384,[],[]
9385,[],['95 percent of job creators say Wisconsin is headed in the right direction .']
9386,[],[]
9387,[],[]
9388,[],[]
9389,[],"['Not a single banker , a CEO from Wall Street , anyone from corporate America nobody , there was not one arrest of any of these people who brought down the economy in 2008 .']"
9390,[],[]
9391,[],[]
9392,[],"['Since 2008 , we have cut 5,000 positions from Virginia public schools .']"
9393,[],['The presidents proposed budget will help reduce the deficit by $ 400 billion over the next decade to the lowest level since Dwight Eisenhower was president .']
9394,[],"['Says Mark Udall decided Obamacare .', '... He passed Obamacare with his vote .']"
9395,[],"['The 90 percent statistic ofsupporting background checks , thats been debunked .']"
9396,[],[]
9397,[],[]
9398,[],['Says 55 percent of council members have come from area where only 10 percent of Austinites live .']
9399,[],[]
9400,[],[]
9401,['stamp for supporting the jobkilling cap and trade plan'],[]
9402,[],"['Says Marco Rubio said we should be considering internment of Muslims , and maybe we should close down cafes and diners where Muslims gather and in fact compared them to the Nazi party .']"
9403,[],[]
9404,[],[]
9405,[],[]
9406,[],[]
9407,[],[]
9408,[],"[""If you are driving on average in America this summer , you 'll save according to Department of Energy figures about $ 70 .""]"
9409,[],"['Says We do about 300 investigations a year into housing discrimination and in recent years have put about $ 150,000 of damages into the pockets of individuals who have been treated unfairly .']"
9410,[],[]
9411,[],['46 percent of women between the age of 16 to 24 despise sexual contact in Japan .']
9412,[],['Theres $ 30 billion in expansion funds that weve paid its our money and Nathan Deal wants Washington to keep it .']
9413,[],['The President wants the United States to sign on to the U.N.s International Criminal Court .']
9414,[],[]
9415,[],[]
9416,[],[]
9417,[],"['Mitt Romney opposed the gun lobby , even Ronald Reagan .']"
9418,[],['That was something that was supposed to happen in 2016 .']
9419,[],['Theres no statistical evidence that a waiting period for handgun purchases reduces violence whatsoever .']
9420,[],['The United States Department of Homeland Security warned that the SAVE database is not a foolproof means of verifying citizenship on the voter rolls .']
9421,[],['Says Michele Bachmann said English was good enough for Jesus when he wrote the Bible .']
9422,[],['Ken Cuccinelli would take money away from public schools to fund private schools .']
9423,[],['A recent Department of Labor study guessed Wall Street fees cost a worker 28 percent of the value of your plan over the span of your career .']
9424,[],['The United States is not modernizing its nuclear weapons .']
9425,[],[]
9426,[],[]
9427,[],[]
9428,[],"['What I have done and this is unprecedented ... is Ive said to each agency ... look at regulations that are already on the books and if they dont make sense , lets get rid of them .']"
9429,[],"['When the mayor of Providences brother wrote over 100 grand in bad checks to the city , Joe Fernandez didnt have the guts to prosecute him .']"
9430,[],['You ladies should get paid less and not be able to make health care decisions .']
9431,[],[]
9432,[],['Says Barack Obama sold Chrysler to Italians who are going to build Jeeps in China at the cost of American jobs .']
9433,[],['Says Rick Perry said theres an administrator for every teacher in Texas public schools .']
9434,[],[]
9435,[],[]
9436,[],[]
9437,[],"['The Congressional Budget Office most recently came out and analyzed the current health care plan and said that it was not only deficitneutral , but also that over 10 years it would create a $ 6 billion surplus .']"
9438,[],[]
9439,[],[]
9440,[],[]
9441,[],[]
9442,[],[]
9443,[],['My Treasury team eliminated a 900case backlog in the Crime Victim Compensation Program .']
9444,[],[]
9445,[],['Says Governor Rick Perry is spending Texans hardearned money to live like Louie XIV .']
9446,[],[]
9447,[],['There were fewer civilian casualties in Cambodia than there have been from American drone attacks .']
9448,[],[]
9449,[],[]
9450,[],[]
9451,[],[]
9452,[],[]
9453,[],['Says Ralph Hall is the oldest member in Congress ever .']
9454,[],[]
9455,[],"['Says an investigative report concluded Ken Cuccinelli should have been prosecuted for disclosure violations , but Virginias law was too weak .']"
9456,[],[]
9457,[],"['Under President Barack Obama , more Americans are in poverty ... than at any time since the Census Bureau began keeping records on it over 50 years ago .']"
9458,[],"['It is just a fact that Hamas , apparently the North American spokesperson , is endorsing Senator Obama .']"
9459,[],[]
9460,[],[]
9461,[],[]
9462,[],[]
9463,[],[]
9464,[],"['Says under his leadership Wisconsin median household income is up 2.7 percent , while it is down 1.3 percent nationally under President Obama .']"
9465,[],"['Says that had EVerify been in place in Florida when 9/11 terrorists lived here , we might have saved the lives of 3,000 Americans .']"
9466,[],"['For what we spend in just one week in Iraq , 800,000 children could get health insurance for an entire year .']"
9467,[],[]
9468,[],[]
9469,[],[]
9470,[],"['Her opponent : zero times a judge , zero rulings , zero experience on the bench .']"
9471,[],[]
9472,[],[]
9473,[],"['Over the last few decades , the income of the top 1 percent grew by more than 275 percent to an average of $ 1.3 million a year .']"
9474,[],"['When Marcy Kaptur brought home $ 42 million for new manufacturing jobs , Dennis Kucinich voted no .']"
9475,[],[]
9476,[],['You dont get that done unless you work with folks on the other side .']
9477,[],"['New York is the safest big city in the nation , and our crime reductions have been steeper than any other big citys .']"
9478,[],['Says Pete Gallego went and lobbied after you fired him from Congress .']
9479,[],"[""But if my opponent had his way , the millions of Floridians who rely on it would 've had their Social Security tied up in the stock market this week .""]"
9480,[],[]
9481,[],"['Governor Crist has never wavered in his support of the Second Amendment , the right to bear arms .']"
9482,[],[]
9483,[],[]
9484,[],"['During the Benghazi attack , a standdown order was given , and our troops were told to change their clothes four times .']"
9485,[],[]
9486,[],[]
9487,[],"[""I 'm the product of a mixed marriage that would have been illegal in 12 states when I was born .""]"
9488,[],[]
9489,[],"[""Health care reform will not affect veterans ' benefits .""]"
9490,[],[]
9491,[],['Welfare programs caused more longterm damage to Detroit than the atomic bomb caused to Hiroshima']
9492,[],[]
9493,[],['Wisconsin state lawmakers worked seven days in 2012 but got paid for a whole year .']
9494,[],[]
9495,[],"['Within a few years , we will be spending more on interest payments than on national security .']"
9496,[],[]
9497,[],['The Florida Supreme Court has no express authority in the Florida Constitution to remove questions from the ballot proposed by the Legislature .']
9498,[],[]
9499,[],"[""The Republicans did n't have a budget in ' 02 , ' 04 , ' 06 .""]"
9500,[],['Says Ted Strickland admits his record on jobs and taxes is mixed and spotty .']
9501,[],"['China now owns $ 1.1 trillion of our debt , our trade deficit last year with them was a quarter of a trillion dollars .']"
9502,[],[]
9503,[],['Medicaid is the primary source of health insurance for 41.7 percent of Hispanic children in Georgia .']
9504,[],[]
9505,[],[]
9506,[],[]
9507,[],[]
9508,[],"['My opponent in November of 2008 sent a missive to the White House , to President Obamaelect , and said , Heres how you need to sell capandtrade to the American people .']"
9509,[],[]
9510,[],[]
9511,[],[]
9512,[],[]
9513,[],"[""Hillary Clinton believed NAFTA was a ` boon ' to our economy .""]"
9514,[],"[""Thurbert Baker kept a teen in jail ' who did n't even commit a felony . '""]"
9515,[],['A Texas law says that you cant shoot bears out of the second floor of a window .']
9516,[],"['Three years after getting the $ 100 million from Mark Zuckerberg , less than twothirds of students in Cory Bookers Newark graduate .']"
9517,[],[]
9518,[],[]
9519,[],[]
9520,[],[]
9521,[],[]
9522,[],[]
9523,[],['Virginia House Speaker Bill Howell is allied to group pushing MIXED SEX BATHROOMS in Stafford Schools .']
9524,['Republicans are now taking credit forthey had tried to derail'],[]
9525,[],[]
9526,[],[]
9527,[],['Lincoln Chafee voted with President George W. Bush and the conservative leadership 76percent of the time .']
9528,[],[]
9529,[],"['So far , the war in Gaza has left more than 1,800 Palestinians dead the population equivalent to 100\xa09/11 s.']"
9530,[],[]
9531,[],[]
9532,[],[]
9533,[],['The postSoviet industrial meltdown is responsible for most of the progress in reducing carbon emissions that Europe is able to claim .']
9534,[],['Says 74 percent of smallbusiness people believe that Obamacare is a bad idea .']
9535,[],[]
9536,[],"['Texas has installed more wind power than any other state , and all but four countries .']"
9537,[],['Says Florida Governor Rick Scotts cuts to education are the same as his proposedcorporate income tax rate reduction .']
9538,[],['The study of the Savannah River Estuary ... clearly demonstrates the project can be constructed and [ environmental ] impacts will be mitigated .']
9539,['We have more natural gas than Saudi Arabia has oil'],[]
9540,[],[]
9541,['care law takes full effectAmericans will depend on some form of federal paymentsome form of government benefit to help provide for them'],[]
9542,[],['Says Texas lawmakers last year expanded public educations share of state spending .']
9543,[],[]
9544,[],"['Under Barack Obamas watch , we have expended $ 805 billion to liberate the people of Iraq and , more importantly , 4,400 American lives .']"
9545,[],['Says she made a cold call and persuaded an Illinois company to relocate to Wisconsin .']
9546,[],[]
9547,['she thought women and minorities should be given a'],[]
9548,[],['A gallon of gasoline delivered to the front lines for our troops in Afghanistan cost more than $ 400 .']
9549,[],[]
9550,[],['Says Milken Institute rated San Antonio as nations topperforming local economy .']
9551,[],[]
9552,[],['Says New York Mayor Michael Bloomberg says we can only have three bullets and the NRA wants firearms with nukes on them .']
9553,[],[]
9554,['Social science is irrefutable that children are better off being raised by a mom'],[]
9555,[],[]
9556,[],"['If you look at any real analysis , the TransPacific Partnership is going to generate betterpaying jobs that are more stable .']"
9557,[],['Say George Washington said that when government takes away citizens right to bear arms it becomes citizens duty to take away governments right to govern .']
9558,[],[]
9559,[],[]
9560,[],[]
9561,[],['Oil companies are able to sell oil that costs no more to produce today than it did one year ago .']
9562,[],"[""Currently , we 're at 36 percent of our children born out of wedlock .""]"
9563,[],"[""Barack Obama supports plans to raise ' income taxes ... payroll taxes . '""]"
9564,[],[]
9565,[],"['60 percent of the jobs lost in the 2008 recession were livingwage jobs .', 'Of the jobs weve gotten back , only 40 percent are livingwage .']"
9566,[],['Over 20 percent of the electorate is Hispanic in Florida .']
9567,[],[]
9568,[],[]
9569,[],['TheAffordable Care Actalters the sensible doctorpatientrelationshipcentered health care program ... we see today .']
9570,[],['Says Mike Enzi is getting about 84 percent of his campaign funds from Washingtonbased PACs .']
9571,[],['An average of nine children a day in the United States die of gunshot wounds .']
9572,[],[]
9573,[],[]
9574,[],[]
9575,[],['Theyre saying that 40 percent of the traffic that goes over [ the Sakonnet River Bridge is from ] out of state .']
9576,[],[]
9577,[],"['There used to be 16 workers for every one person on Social Security .', '... Now its three .']"
9578,[],[]
9579,[],[]
9580,[],[]
9581,[],[]
9582,[],"['Wisconsins economy has tanked under Governor Scott Walker andso far in 2015 over 6,685 people have been laid off , already more than in all of 2014 .']"
9583,[],"['In Virginias Medicaid program , approximately 30 percent , or $ 2.7 billion a year , is lost to waste , fraud and inefficiencies .']"
9584,[],[]
9585,[],"['Last year , I stopped an Obamacare bailout and saved taxpayers $ 2.5 billion .']"
9586,[],"[""Holding up a BlackBerry , McCain campaign adviser says , ' youre looking at the miracle John McCain helped create . '""]"
9587,[],[]
9588,[],"['Says most illegal immigrants draw welfare benefits , theyre sending their kids to school , theyre using the public services .']"
9589,[],[]
